0,0,0.83030303,0.195369737
0.009452254,0.028017241,0.827272727,0.196004689
0.057682986,0.079741379,0.83030303,0.19924457
0.150266602,0.144396552,0.833333333,0.335710332
0.173291323,0.202586207,0.784848485,0.614030803
0.622394571,0.501077586,0.724242424,0.644199147
0.738487639,0.674568966,0.86969697,0.749682524
0.795443529,0.649784483,0.903030303,0.769789326
0.628211343,0.584051724,0.887878788,0.791117189
0.066408143,0.119612069,0.863636364,0.621503696
0.012603005,0.103448276,0.733333333,0.603236625
0,0.181034483,0.781818182,0.489433753
0,0.120689655,0.942424242,0.399156654
0,0.058189655,0.912121212,0.359138419
0,0.011853448,0.872727273,0.325876722
0,0,0.812121212,0.325616229
0,0,0.815151515,0.276773794
0,0,0.815151515,0.244212172
0.000727096,0,0.706060606,0.179137768
0.031022782,0.061422414,0.706060606,0.213734493
0.166747455,0.183189655,0.736363636,0.190290124
0.248424624,0.440732759,0.821212121,0.293461626
0.517935046,0.57112069,0.860606061,0.539497249
0.887300048,0.846982759,0.893939394,0.629432451
0.964129908,0.951508621,0.93030303,0.699716714
1,1,0.954545455,0.718407085
0.971400873,0.988146552,0.963636364,0.734394842
0.724672807,0.917025862,0.966666667,0.747126437
0.61439651,0.792025862,0.966666667,0.741346749
0.23364033,0.620689655,0.954545455,0.634365537
0.033204072,0.415948276,0.945454545,0.506935626
0,0.148706897,0.915151515,0.41231155
0,0.011853448,0.878787879,0.326120934
0,0,0.857575758,0.309335417
0,0,0.851515152,0.276773794
0,0,0.851515152,0.22793136
0.000484731,0,0.809090909,0.179121487
0.02472128,0.087284483,0.806060606,0.19703038
0.138148328,0.276939655,0.827272727,0.237211423
0.294231701,0.496767241,0.863636364,0.329100322
0.520358701,0.690732759,0.896969697,0.653625737
0.898933592,0.845905172,0.927272727,0.760460421
0.917111003,0.950431034,0.945454545,0.826804728
0.985215705,0.998922414,0.960606061,0.76625639
0.992001939,0.987068966,0.972727273,0.831835499
0.725157538,0.915948276,0.978787879,0.796001433
0.608095007,0.78987069,0.96969697,0.740923448
0.224188076,0.618534483,0.951515152,0.682573019
0.057682986,0.412715517,0.954545455,0.508579988
0,0.136853448,0.927272727,0.394011918
0,0.010775862,0.9,0.325811598
0,0,0.875757576,0.293054606
0,0,0.866666667,0.22793136
0,0,0.860606061,0.195369737
0,0,0.809090909,0.211650549
0.026660204,0.079741379,0.775757576,0.311126307
0.137178866,0.274784483,0.790909091,0.269707922
0.330586524,0.494612069,0.839393939,0.412946501
0.505574406,0.689655172,0.884848485,0.668913419
0.861609307,0.84375,0.933333333,0.839357234
0.93771207,0.949353448,0.972727273,0.925873466
0.97527872,0.996767241,0.984848485,0.879554557
0.974793989,0.984913793,0.996969697,0.92836443
0.705525933,0.913793103,1,0.876086744
0.589432865,0.787715517,0.996969697,0.837354694
0.181047019,0.61637931,0.990909091,0.809921526
0.027144935,0.386853448,0.984848485,0.718179154
0,0.189655172,0.939393939,0.444059132
0,0.019396552,0.921212121,0.358796522
0,0,0.9,0.34189704
0,0,0.875757576,0.244212172
0,0,0.845454545,0.244212172
0,0,0.818181818,0.195369737
0.03005332,0.067887931,0.809090909,0.229950181
0.140329617,0.27262931,0.824242424,0.546693367
0.32113427,0.493534483,0.863636364,0.705366155
0.509936985,0.6875,0.906060606,0.766891342
0.633785749,0.842672414,0.936363636,0.824053271
0.712796898,0.948275862,0.960606061,0.796799192
0.751090645,0.995689655,0.972727273,0.783090749
0.744789142,0.983836207,0.978787879,0.701263391
0.694619486,0.912715517,0.981818182,0.632770017
0.603005332,0.786637931,0.96969697,0.577773436
0.46291808,0.614224138,0.957575758,0.552082316
0.29108095,0.407327586,0.954545455,0.42657354
0.102762967,0.176724138,0.924242424,0.29995767
0.007028599,0.016163793,0.887878788,0.260965127
0,0,0.866666667,0.293054606
0,0,0.860606061,0.22793136
0,0,0.851515152,0.22793136
0.000242365,0,0.8,0.195386018
0.028599127,0.051724138,0.8,0.636872782
0.125545322,0.176724138,0.806060606,0.643385106
0.204556471,0.377155172,0.848484848,0.681254274
0.177169171,0.405172414,0.872727273,0.728256976
0.474066893,0.841594828,0.909090909,0.845885839
0.257634513,0.780172414,0.881818182,0.89647032
0.024963645,0.645474138,0.881818182,0.913402364
