0,0,0.422680412,0.037789849
0.009452254,0.028017241,0.412371134,0.03854915
0.057682986,0.079741379,0.422680412,0.042423534
0.150266602,0.144396552,0.432989691,0.205614937
0.173291323,0.202586207,0.268041237,0.538442069
0.622394571,0.501077586,0.06185567,0.574518622
0.738487639,0.674568966,0.556701031,0.700660008
0.795443529,0.649784483,0.670103093,0.724704554
0.628211343,0.584051724,0.618556701,0.750209295
0.066408143,0.119612069,0.536082474,0.547378463
0.012603005,0.103448276,0.092783505,0.525533945
0,0.181034483,0.257731959,0.389443763
0,0.120689655,0.804123711,0.281486673
0,0.058189655,0.701030928,0.233631213
0,0.011853448,0.567010309,0.193855499
0,0,0.360824742,0.193543991
0,0,0.371134021,0.135136188
0,0,0.371134021,0.096197652
0.000727096,0,0,0.018378989
0.031022782,0.061422414,0,0.059751183
0.166747455,0.183189655,0.103092784,0.031715437
0.248424624,0.440732759,0.391752577,0.155092187
0.517935046,0.57112069,0.525773196,0.449311761
0.887300048,0.846982759,0.639175258,0.556859996
0.964129908,0.951508621,0.762886598,0.640908825
1,1,0.845360825,0.663259545
0.971400873,0.988146552,0.87628866,0.682378366
0.724672807,0.917025862,0.886597938,0.697603333
0.61439651,0.792025862,0.886597938,0.690691743
0.23364033,0.620689655,0.845360825,0.562759185
0.033204072,0.415948276,0.81443299,0.410373226
0,0.148706897,0.711340206,0.297217842
0,0.011853448,0.587628866,0.194147538
0,0,0.515463918,0.174074723
0,0,0.494845361,0.135136188
0,0,0.494845361,0.076728384
0.000484731,0,0.350515464,0.018359519
0.02472128,0.087284483,0.340206186,0.039775714
0.138148328,0.276939655,0.412371134,0.087825867
0.294231701,0.496767241,0.536082474,0.197710414
0.520358701,0.690732759,0.649484536,0.585791328
0.898933592,0.845905172,0.75257732,0.713548663
0.917111003,0.950431034,0.81443299,0.79288593
0.985215705,0.998922414,0.865979381,0.720479723
0.992001939,0.987068966,0.907216495,0.798901933
0.725157538,0.915948276,0.927835052,0.756050075
0.608095007,0.78987069,0.896907216,0.690185542
0.224188076,0.618534483,0.835051546,0.620407686
0.057682986,0.412715517,0.845360825,0.412339622
0,0.136853448,0.75257732,0.275334385
0,0.010775862,0.659793814,0.193777622
0,0,0.577319588,0.154605455
0,0,0.546391753,0.076728384
0,0,0.525773196,0.037789849
0,0,0.350515464,0.057259116
0.026660204,0.079741379,0.237113402,0.176216343
0.137178866,0.274784483,0.288659794,0.126686525
0.330586524,0.494612069,0.453608247,0.297977143
0.505574406,0.689655172,0.608247423,0.604072971
0.861609307,0.84375,0.773195876,0.807896735
0.93771207,0.949353448,0.907216495,0.911356424
0.97527872,0.996767241,0.948453608,0.855966357
0.974793989,0.984913793,0.989690722,0.914335222
0.705525933,0.913793103,1,0.851819403
0.589432865,0.787715517,0.989690722,0.805502015
0.181047019,0.61637931,0.969072165,0.772696299
0.027144935,0.386853448,0.948453608,0.662986975
0,0.189655172,0.793814433,0.335182914
0,0.019396552,0.731958763,0.233222359
0,0,0.659793814,0.213013259
0,0,0.577319588,0.096197652
0,0,0.474226804,0.096197652
0,0,0.381443299,0.037789849
0.03005332,0.067887931,0.350515464,0.079142573
0.140329617,0.27262931,0.402061856,0.457917178
0.32113427,0.493534483,0.536082474,0.647664661
0.509936985,0.6875,0.680412371,0.721239024
0.633785749,0.842672414,0.783505155,0.789595623
0.712796898,0.948275862,0.865979381,0.757004069
0.751090645,0.995689655,0.907216495,0.740610946
0.744789142,0.983836207,0.927835052,0.642758406
0.694619486,0.912715517,0.93814433,0.560851196
0.603005332,0.786637931,0.896907216,0.49508401
0.46291808,0.614224138,0.855670103,0.464361505
0.29108095,0.407327586,0.845360825,0.31427292
0.102762967,0.176724138,0.742268041,0.162860425
0.007028599,0.016163793,0.618556701,0.116231529
0,0,0.546391753,0.154605455
0,0,0.525773196,0.076728384
0,0,0.494845361,0.076728384
0.000242365,0,0.319587629,0.037809318
0.028599127,0.051724138,0.319587629,0.565757452
0.125545322,0.176724138,0.340206186,0.573545159
0.204556471,0.377155172,0.484536082,0.618830676
0.177169171,0.405172414,0.567010309,0.675038452
0.474066893,0.841594828,0.690721649,0.815703911
0.257634513,0.780172414,0.597938144,0.876194926
0.024963645,0.645474138,0.597938144,0.896442965
0.254968492,0.810344828,0.75257732,0.875980764
0,0.910560345,0.75257732,0.89443763
0.032476975,0.601293103,0.525773196,0.897046512
0.235094523,0.326508621,0.618556701,0.699160875
0.268783325,0.264008621,0.536082474,0.565582228
0.104944256,0.100215517,0.474226804,0.240912719
0.007270965,0.009698276,0.494845361,0.194128069
0,0,0.412371134,0.174074723
0,0,0.402061856,0.076728384
0,0,0.309278351,0.096197652
0,0,0.319587629,0.018320581
0.025933107,0.050646552,0.309278351,0.059342328
0.094764905,0.129310345,0.360824742,0.454256955
0.322346098,0.28987069,0.381443299,0.589354204
0.404992729,0.404094828,0.432989691,0.732278099
0.403780902,0.447198276,0.587628866,0.848996359
0.597673291,0.945043103,0.701030928,0.891828748
0,0.993534483,0.793814433,0.952845433
0.126514784,0.980603448,0.855670103,1
0.454192923,0.908405172,0.649484536,0.89977221
0.007270965,0.782327586,0.804123711,0.914490976
0.062530296,0.537715517,0.81443299,0.782645095
0,0.308189655,0.742268041,0.45838444
0,0.108836207,0.690721649,0.195763487
0.003877848,0.00862069,0.608247423,0.154916964
0,0,0.536082474,0.096197652
0,0,0.484536082,0.037789849
0,0,0.463917526,0.037789849
0,0,0.288659794,0.076728384
0.016965584,0.049568966,0.309278351,0.039152697
0.03974794,0.075431034,0.319587629,0.040982809
0.073436743,0.288793103,0.350515464,0.160504643
0.250848279,0.52262931,0.453608247,0.466795164
0.814105671,0.788793103,0.505154639,0.765142223
0.846582647,0.943965517,0.680412371,0.689874034
0.787687833,0.701508621,0.762886598,0.724081537
0.787687833,0.864224138,0.422680412,0.724081537
0.74381968,0.535560345,0.391752577,0.71471682
